year,k,A,Actual,Pred_Ck,Pred_NCk,Pred_CR,Pred_NCR
04,4,Gonzaga,1,3,3,3,4
04,4,Valparaiso,0,0,0,0,0
04,4,Stanford,1,6,5,3,3
04,4,UTSA,0,0,0,0,0
04,4,Alabama,3,1,1,1,1
04,4,Southern Illinois,0,0,0,0,0
04,4,Syracuse,2,1,1,1,1
04,4,BYU,0,0,0,0,0
04,4,Maryland,1,2,2,2,2
04,4,UTEP,0,0,0,0,0
04,4,Vanderbilt,2,0,0,1,1
04,4,Western Michigan,0,1,2,0,0
04,4,North Carolina St.,1,3,1,2,2
04,4,Louisiana Lafayette,0,0,0,0,0
04,4,DePaul,1,0,0,1,1
04,4,Dayton,0,1,1,0,0
04,4,Connecticut,6,2,3,4,4
04,4,Vermont,0,0,0,0,0
04,4,Duke,4,4,4,6,6
04,4,Alabama St.,0,0,0,0,0
04,4,Seton Hall,1,0,0,1,1
04,4,Arizona,0,1,1,0,0
04,4,Illinois,2,1,1,1,1
04,4,Murray St.,0,0,0,0,0
04,4,Cincinnati,1,2,2,2,2
04,4,East Tennessee St.,0,0,0,0,0
04,4,North Carolina,1,0,0,2,2
04,4,Air Force,0,2,1,0,0
04,4,Texas,2,1,2,1,1
04,4,Princeton,0,0,0,0,0
04,4,Xavier,3,0,0,0,0
04,4,Louisville,0,1,1,1,1
04,4,Mississippi St.,1,3,3,3,3
04,4,Monmouth,0,0,0,0,0
04,5,Saint Joseph's,3,5,3,5,3
04,5,Liberty,0,0,0,0,0
04,5,Texas Tech,1,1,1,1,1
04,5,Charlotte,0,0,0,0,0
04,5,Florida,0,1,1,1,1
04,5,Manhattan,1,0,0,0,0
04,5,Wake Forest,2,2,2,2,2
04,5,VCU,0,0,0,0,0
04,5,Wisconsin,1,1,1,1,1
04,5,Richmond,0,0,0,0,0
04,5,Pittsburgh,2,2,2,3,5
04,5,UCF,0,0,0,0,0
04,5,Memphis,1,0,0,1,1
04,5,South Carolina,0,1,1,0,0
04,5,Oklahoma St.,4,3,4,2,2
04,5,Eastern Washington,0,0,0,0,0
04,5,Kentucky,1,4,5,4,3
04,5,Florida A&M,0,0,0,0,0
04,5,Washington,0,1,1,0,0
04,5,UAB,2,0,0,1,1
04,5,Providence,0,2,2,2,2
04,5,Pacific,1,0,0,0,0
04,5,Kansas,3,1,1,1,1
04,5,Illinois Chicago,0,0,0,0,0
04,5,Boston College,1,1,1,1,1
04,5,Utah,0,0,0,0,0
04,5,Georgia Tech,5,2,2,2,2
04,5,Northern Iowa,0,0,0,0,0
04,5,Michigan St.,0,0,0,0,0
04,5,Nevada,2,1,1,1,1
04,5,Gonzaga,1,3,3,3,4
04,5,Valparaiso,0,0,0,0,0
04,5,Stanford,1,6,6,3,3
04,5,UTSA,0,0,0,0,0
04,5,Alabama,3,0,0,1,1
04,5,Southern Illinois,0,1,1,0,0
04,5,Syracuse,2,0,0,1,1
04,5,BYU,0,1,1,0,0
04,5,Maryland,1,2,2,2,2
04,5,UTEP,0,0,0,0,0
04,5,Vanderbilt,2,0,0,1,1
04,5,Western Michigan,0,1,1,0,0
04,5,North Carolina St.,1,2,3,2,2
04,5,Louisiana Lafayette,0,0,0,0,0
04,5,DePaul,1,0,0,1,1
04,5,Dayton,0,1,1,0,0
04,5,Connecticut,6,3,2,4,4
04,5,Vermont,0,0,0,0,0
04,5,Duke,4,4,4,6,6
04,5,Alabama St.,0,0,0,0,0
04,5,Seton Hall,1,0,0,1,1
04,5,Arizona,0,1,1,0,0
04,5,Illinois,2,1,1,1,1
04,5,Murray St.,0,0,0,0,0
04,5,Cincinnati,1,2,2,2,2
04,5,East Tennessee St.,0,0,0,0,0
04,5,North Carolina,1,0,0,2,2
04,5,Air Force,0,1,1,0,0
04,5,Texas,2,2,2,1,1
04,5,Princeton,0,0,0,0,0
04,5,Xavier,3,0,0,0,0
04,5,Louisville,0,1,1,1,1
04,5,Mississippi St.,1,3,3,3,3
04,5,Monmouth,0,0,0,0,0
04,6,Saint Joseph's,3,6,4,5,3
04,6,Liberty,0,0,0,0,0
04,6,Texas Tech,1,1,1,1,1
04,6,Charlotte,0,0,0,0,0
04,6,Florida,0,1,1,1,1
04,6,Manhattan,1,0,0,0,0
04,6,Wake Forest,2,2,2,2,2
04,6,VCU,0,0,0,0,0
04,6,Wisconsin,1,1,2,1,1
04,6,Richmond,0,0,0,0,0
04,6,Pittsburgh,2,2,1,3,5
04,6,UCF,0,0,0,0,0
04,6,Memphis,1,0,0,1,1
04,6,South Carolina,0,1,1,0,0
04,6,Oklahoma St.,4,3,3,2,2
04,6,Eastern Washington,0,0,0,0,0
04,6,Kentucky,1,4,6,4,3
04,6,Florida A&M,0,0,0,0,0
04,6,Washington,0,1,1,0,0
04,6,UAB,2,0,0,1,1
04,6,Providence,0,2,2,2,2
04,6,Pacific,1,0,0,0,0
04,6,Kansas,3,1,1,1,1
04,6,Illinois Chicago,0,0,0,0,0
04,6,Boston College,1,1,1,1,1
04,6,Utah,0,0,0,0,0
04,6,Georgia Tech,5,2,2,2,2
04,6,Northern Iowa,0,0,0,0,0
04,6,Michigan St.,0,0,0,0,0
04,6,Nevada,2,1,1,1,1
04,6,Gonzaga,1,3,3,3,4
04,6,Valparaiso,0,0,0,0,0
04,6,Stanford,1,5,5,3,3
04,6,UTSA,0,0,0,0,0
04,6,Alabama,3,0,0,1,1
04,6,Southern Illinois,0,1,1,0,0
04,6,Syracuse,2,1,1,1,1
04,6,BYU,0,0,0,0,0
04,6,Maryland,1,2,2,2,2
04,6,UTEP,0,0,0,0,0
04,6,Vanderbilt,2,0,0,1,1
04,6,Western Michigan,0,1,1,0,0
04,6,North Carolina St.,1,2,3,2,2
04,6,Louisiana Lafayette,0,0,0,0,0
04,6,DePaul,1,0,0,1,1
04,6,Dayton,0,1,1,0,0
04,6,Connecticut,6,3,2,4,4
04,6,Vermont,0,0,0,0,0
04,6,Duke,4,4,4,6,6
04,6,Alabama St.,0,0,0,0,0
04,6,Seton Hall,1,1,1,1,1
04,6,Arizona,0,0,0,0,0
04,6,Illinois,2,1,1,1,1
04,6,Murray St.,0,0,0,0,0
04,6,Cincinnati,1,2,2,2,2
04,6,East Tennessee St.,0,0,0,0,0
04,6,North Carolina,1,0,0,2,2
04,6,Air Force,0,1,1,0,0
04,6,Texas,2,2,2,1,1
04,6,Princeton,0,0,0,0,0
04,6,Xavier,3,0,0,0,0
04,6,Louisville,0,1,1,1,1
04,6,Mississippi St.,1,3,3,3,3
04,6,Monmouth,0,0,0,0,0
04,7,Saint Joseph's,3,6,4,5,3
04,7,Liberty,0,0,0,0,0
04,7,Texas Tech,1,1,1,1,1
04,7,Charlotte,0,0,0,0,0
04,7,Florida,0,1,1,1,1
04,7,Manhattan,1,0,0,0,0
04,7,Wake Forest,2,2,2,2,2
04,7,VCU,0,0,0,0,0
04,7,Wisconsin,1,1,1,1,1
04,7,Richmond,0,0,0,0,0
04,7,Pittsburgh,2,2,2,3,5
04,7,UCF,0,0,0,0,0
04,7,Memphis,1,0,0,1,1
04,7,South Carolina,0,1,1,0,0
04,7,Oklahoma St.,4,3,3,2,2
04,7,Eastern Washington,0,0,0,0,0
04,7,Kentucky,1,4,6,4,3
04,7,Florida A&M,0,0,0,0,0
04,7,Washington,0,1,1,0,0
04,7,UAB,2,0,0,1,1
04,7,Providence,0,2,2,2,2
04,7,Pacific,1,0,0,0,0
04,7,Kansas,3,1,1,1,1
04,7,Illinois Chicago,0,0,0,0,0
04,7,Boston College,1,1,1,1,1
04,7,Utah,0,0,0,0,0
04,7,Georgia Tech,5,2,2,2,2
04,7,Northern Iowa,0,0,0,0,0
04,7,Michigan St.,0,0,0,0,0
04,7,Nevada,2,1,1,1,1
04,7,Gonzaga,1,3,3,3,4
04,7,Valparaiso,0,0,0,0,0
04,7,Stanford,1,5,5,3,3
04,7,UTSA,0,0,0,0,0
04,7,Alabama,3,0,0,1,1
04,7,Southern Illinois,0,1,1,0,0
04,7,Syracuse,2,0,0,1,1
04,7,BYU,0,1,1,0,0
04,7,Maryland,1,2,2,2,2
04,7,UTEP,0,0,0,0,0
04,7,Vanderbilt,2,0,0,1,1
04,7,Western Michigan,0,1,1,0,0
04,7,North Carolina St.,1,2,3,2,2
04,7,Louisiana Lafayette,0,0,0,0,0
04,7,DePaul,1,0,0,1,1
04,7,Dayton,0,1,1,0,0
04,7,Connecticut,6,3,2,4,4
04,7,Vermont,0,0,0,0,0
04,7,Duke,4,4,4,6,6
04,7,Alabama St.,0,0,0,0,0
04,7,Seton Hall,1,1,1,1,1
04,7,Arizona,0,0,0,0,0
04,7,Illinois,2,2,1,1,1
04,7,Murray St.,0,0,0,0,0
04,7,Cincinnati,1,1,2,2,2
04,7,East Tennessee St.,0,0,0,0,0
04,7,North Carolina,1,0,0,2,2
04,7,Air Force,0,1,1,0,0
04,7,Texas,2,2,2,1,1
04,7,Princeton,0,0,0,0,0
04,7,Xavier,3,0,0,0,0
04,7,Louisville,0,1,1,1,1
04,7,Mississippi St.,1,3,3,3,3
04,7,Monmouth,0,0,0,0,0
04,8,Saint Joseph's,3,6,6,5,3
04,8,Liberty,0,0,0,0,0
04,8,Texas Tech,1,1,1,1,1
04,8,Charlotte,0,0,0,0,0
04,8,Florida,0,1,1,1,1
04,8,Manhattan,1,0,0,0,0
04,8,Wake Forest,2,2,2,2,2
04,8,VCU,0,0,0,0,0
04,8,Wisconsin,1,2,2,1,1
04,8,Richmond,0,0,0,0,0
04,8,Pittsburgh,2,1,1,3,5
04,8,UCF,0,0,0,0,0
04,8,Memphis,1,0,0,1,1
04,8,South Carolina,0,1,1,0,0
04,8,Oklahoma St.,4,3,3,2,2
04,8,Eastern Washington,0,0,0,0,0
04,8,Kentucky,1,4,4,4,3
04,8,Florida A&M,0,0,0,0,0
04,8,Washington,0,1,1,0,0
04,8,UAB,2,0,0,1,1
04,8,Providence,0,2,2,2,2
04,8,Pacific,1,0,0,0,0
04,8,Kansas,3,1,1,1,1
04,8,Illinois Chicago,0,0,0,0,0
04,8,Boston College,1,1,1,1,1
04,8,Utah,0,0,0,0,0
04,8,Georgia Tech,5,2,2,2,2
04,8,Northern Iowa,0,0,0,0,0
04,8,Michigan St.,0,0,0,0,0
04,8,Nevada,2,1,1,1,1
04,8,Gonzaga,1,3,3,3,4
04,8,Valparaiso,0,0,0,0,0
04,8,Stanford,1,5,5,3,3
04,8,UTSA,0,0,0,0,0
04,8,Alabama,3,0,0,1,1
04,8,Southern Illinois,0,1,1,0,0
04,8,Syracuse,2,0,0,1,1
04,8,BYU,0,1,1,0,0
04,8,Maryland,1,2,2,2,2
04,8,UTEP,0,0,0,0,0
04,8,Vanderbilt,2,0,0,1,1
04,8,Western Michigan,0,1,1,0,0
04,8,North Carolina St.,1,2,3,2,2
04,8,Louisiana Lafayette,0,0,0,0,0
04,8,DePaul,1,0,0,1,1
04,8,Dayton,0,1,1,0,0
04,8,Connecticut,6,3,2,4,4
04,8,Vermont,0,0,0,0,0
04,8,Duke,4,4,4,6,6
04,8,Alabama St.,0,0,0,0,0
04,8,Seton Hall,1,1,1,1,1
04,8,Arizona,0,0,0,0,0
04,8,Illinois,2,2,1,1,1
04,8,Murray St.,0,0,0,0,0
04,8,Cincinnati,1,1,2,2,2
04,8,East Tennessee St.,0,0,0,0,0
04,8,North Carolina,1,1,2,2,2
04,8,Air Force,0,0,0,0,0
04,8,Texas,2,2,1,1,1
04,8,Princeton,0,0,0,0,0
04,8,Xavier,3,0,0,0,0
04,8,Louisville,0,1,1,1,1
04,8,Mississippi St.,1,3,3,3,3
04,8,Monmouth,0,0,0,0,0
04,9,Saint Joseph's,3,5,6,5,3
04,9,Liberty,0,0,0,0,0
04,9,Texas Tech,1,1,1,1,1
04,9,Charlotte,0,0,0,0,0
04,9,Florida,0,1,1,1,1
04,9,Manhattan,1,0,0,0,0
04,9,Wake Forest,2,2,2,2,2
04,9,VCU,0,0,0,0,0
04,9,Wisconsin,1,2,2,1,1
04,9,Richmond,0,0,0,0,0
04,9,Pittsburgh,2,1,1,3,5
04,9,UCF,0,0,0,0,0
04,9,Memphis,1,0,0,1,1
04,9,South Carolina,0,1,1,0,0
04,9,Oklahoma St.,4,3,3,2,2
04,9,Eastern Washington,0,0,0,0,0
04,9,Kentucky,1,4,4,4,3
04,9,Florida A&M,0,0,0,0,0
04,9,Washington,0,0,0,0,0
04,9,UAB,2,1,1,1,1
04,9,Providence,0,2,2,2,2
04,9,Pacific,1,0,0,0,0
04,9,Kansas,3,1,1,1,1
04,9,Illinois Chicago,0,0,0,0,0
04,9,Boston College,1,1,1,1,1
04,9,Utah,0,0,0,0,0
04,9,Georgia Tech,5,2,2,2,2
04,9,Northern Iowa,0,0,0,0,0
04,9,Michigan St.,0,0,0,0,0
04,9,Nevada,2,1,1,1,1
04,9,Gonzaga,1,3,3,3,4
04,9,Valparaiso,0,0,0,0,0
04,9,Stanford,1,6,5,3,3
04,9,UTSA,0,0,0,0,0
04,9,Alabama,3,0,0,1,1
04,9,Southern Illinois,0,1,1,0,0
04,9,Syracuse,2,0,0,1,1
04,9,BYU,0,1,1,0,0
04,9,Maryland,1,2,2,2,2
04,9,UTEP,0,0,0,0,0
04,9,Vanderbilt,2,0,0,1,1
04,9,Western Michigan,0,2,2,0,0
04,9,North Carolina St.,1,1,1,2,2
04,9,Louisiana Lafayette,0,0,0,0,0
04,9,DePaul,1,0,0,1,1
04,9,Dayton,0,1,1,0,0
04,9,Connecticut,6,3,3,4,4
04,9,Vermont,0,0,0,0,0
04,9,Duke,4,4,4,6,6
04,9,Alabama St.,0,0,0,0,0
04,9,Seton Hall,1,0,0,1,1
04,9,Arizona,0,1,1,0,0
04,9,Illinois,2,2,2,1,1
04,9,Murray St.,0,0,0,0,0
04,9,Cincinnati,1,1,1,2,2
04,9,East Tennessee St.,0,0,0,0,0
04,9,North Carolina,1,0,0,2,2
04,9,Air Force,0,1,1,0,0
04,9,Texas,2,2,2,1,1
04,9,Princeton,0,0,0,0,0
04,9,Xavier,3,0,0,0,0
04,9,Louisville,0,1,1,1,1
04,9,Mississippi St.,1,3,3,3,3
04,9,Monmouth,0,0,0,0,0
04,10,Saint Joseph's,3,6,6,5,3
04,10,Liberty,0,0,0,0,0
04,10,Texas Tech,1,1,1,1,1
04,10,Charlotte,0,0,0,0,0
04,10,Florida,0,1,1,1,1
04,10,Manhattan,1,0,0,0,0
04,10,Wake Forest,2,2,2,2,2
04,10,VCU,0,0,0,0,0
04,10,Wisconsin,1,1,1,1,1
04,10,Richmond,0,0,0,0,0
04,10,Pittsburgh,2,2,2,3,5
04,10,UCF,0,0,0,0,0
04,10,Memphis,1,0,0,1,1
04,10,South Carolina,0,1,1,0,0
04,10,Oklahoma St.,4,3,3,2,2
04,10,Eastern Washington,0,0,0,0,0
04,10,Kentucky,1,4,4,4,3
04,10,Florida A&M,0,0,0,0,0
04,10,Washington,0,1,1,0,0
04,10,UAB,2,0,0,1,1
04,10,Providence,0,2,2,2,2
04,10,Pacific,1,0,0,0,0
04,10,Kansas,3,1,1,1,1
04,10,Illinois Chicago,0,0,0,0,0
04,10,Boston College,1,1,1,1,1
04,10,Utah,0,0,0,0,0
04,10,Georgia Tech,5,2,2,2,2
04,10,Northern Iowa,0,0,0,0,0
04,10,Michigan St.,0,0,0,0,0
04,10,Nevada,2,1,1,1,1
04,10,Gonzaga,1,3,3,3,4
04,10,Valparaiso,0,0,0,0,0
04,10,Stanford,1,5,5,3,3
04,10,UTSA,0,0,0,0,0
04,10,Alabama,3,0,0,1,1
04,10,Southern Illinois,0,1,1,0,0
04,10,Syracuse,2,1,1,1,1
04,10,BYU,0,0,0,0,0
04,10,Maryland,1,2,2,2,2
04,10,UTEP,0,0,0,0,0
04,10,Vanderbilt,2,0,0,1,1
04,10,Western Michigan,0,2,2,0,0
04,10,North Carolina St.,1,1,1,2,2
04,10,Louisiana Lafayette,0,0,0,0,0
04,10,DePaul,1,0,0,1,1
04,10,Dayton,0,1,1,0,0
04,10,Connecticut,6,3,3,4,4
04,10,Vermont,0,0,0,0,0
04,10,Duke,4,4,4,6,6
04,10,Alabama St.,0,0,0,0,0
04,10,Seton Hall,1,0,0,1,1
04,10,Arizona,0,1,1,0,0
04,10,Illinois,2,2,2,1,1
04,10,Murray St.,0,0,0,0,0
04,10,Cincinnati,1,1,1,2,2
04,10,East Tennessee St.,0,0,0,0,0
04,10,North Carolina,1,1,1,2,2
04,10,Air Force,0,0,0,0,0
04,10,Texas,2,2,2,1,1
04,10,Princeton,0,0,0,0,0
04,10,Xavier,3,0,0,0,0
04,10,Louisville,0,1,1,1,1
04,10,Mississippi St.,1,3,3,3,3
04,10,Monmouth,0,0,0,0,0
04,11,Saint Joseph's,3,6,6,5,3
04,11,Liberty,0,0,0,0,0
04,11,Texas Tech,1,1,1,1,1
04,11,Charlotte,0,0,0,0,0
04,11,Florida,0,1,1,1,1
04,11,Manhattan,1,0,0,0,0
04,11,Wake Forest,2,2,2,2,2
04,11,VCU,0,0,0,0,0
04,11,Wisconsin,1,1,1,1,1
04,11,Richmond,0,0,0,0,0
04,11,Pittsburgh,2,2,2,3,5
04,11,UCF,0,0,0,0,0
04,11,Memphis,1,1,1,1,1
04,11,South Carolina,0,0,0,0,0
04,11,Oklahoma St.,4,3,3,2,2
04,11,Eastern Washington,0,0,0,0,0
04,11,Kentucky,1,4,4,4,3
04,11,Florida A&M,0,0,0,0,0
04,11,Washington,0,0,0,0,0
04,11,UAB,2,1,1,1,1
04,11,Providence,0,0,0,2,2
04,11,Pacific,1,1,1,0,0
04,11,Kansas,3,2,2,1,1
04,11,Illinois Chicago,0,0,0,0,0
04,11,Boston College,1,1,1,1,1
04,11,Utah,0,0,0,0,0
04,11,Georgia Tech,5,2,2,2,2
04,11,Northern Iowa,0,0,0,0,0
04,11,Michigan St.,0,0,0,0,0
04,11,Nevada,2,1,1,1,1
04,11,Gonzaga,1,3,3,3,4
04,11,Valparaiso,0,0,0,0,0
04,11,Stanford,1,5,5,3,3
04,11,UTSA,0,0,0,0,0
04,11,Alabama,3,0,0,1,1
04,11,Southern Illinois,0,1,1,0,0
04,11,Syracuse,2,1,1,1,1
04,11,BYU,0,0,0,0,0
04,11,Maryland,1,2,2,2,2
04,11,UTEP,0,0,0,0,0
04,11,Vanderbilt,2,0,0,1,1
04,11,Western Michigan,0,2,3,0,0
04,11,North Carolina St.,1,1,1,2,2
04,11,Louisiana Lafayette,0,0,0,0,0
04,11,DePaul,1,0,0,1,1
04,11,Dayton,0,1,1,0,0
04,11,Connecticut,6,3,2,4,4
04,11,Vermont,0,0,0,0,0
04,11,Duke,4,4,4,6,6
04,11,Alabama St.,0,0,0,0,0
04,11,Seton Hall,1,0,0,1,1
04,11,Arizona,0,1,1,0,0
04,11,Illinois,2,2,2,1,1
04,11,Murray St.,0,0,0,0,0
04,11,Cincinnati,1,1,1,2,2
04,11,East Tennessee St.,0,0,0,0,0
04,11,North Carolina,1,0,0,2,2
04,11,Air Force,0,1,1,0,0
04,11,Texas,2,2,2,1,1
04,11,Princeton,0,0,0,0,0
04,11,Xavier,3,1,1,0,0
04,11,Louisville,0,0,0,1,1
04,11,Mississippi St.,1,3,3,3,3
04,11,Monmouth,0,0,0,0,0
04,12,Saint Joseph's,3,6,6,5,3
04,12,Liberty,0,0,0,0,0
04,12,Texas Tech,1,1,1,1,1
04,12,Charlotte,0,0,0,0,0
04,12,Florida,0,1,1,1,1
04,12,Manhattan,1,0,0,0,0
04,12,Wake Forest,2,2,2,2,2
04,12,VCU,0,0,0,0,0
04,12,Wisconsin,1,1,1,1,1
04,12,Richmond,0,0,0,0,0
04,12,Pittsburgh,2,2,2,3,5
04,12,UCF,0,0,0,0,0
04,12,Memphis,1,0,0,1,1
04,12,South Carolina,0,1,1,0,0
04,12,Oklahoma St.,4,3,3,2,2
04,12,Eastern Washington,0,0,0,0,0
04,12,Kentucky,1,4,4,4,3
04,12,Florida A&M,0,0,0,0,0
04,12,Washington,0,1,1,0,0
04,12,UAB,2,0,0,1,1
04,12,Providence,0,2,2,2,2
04,12,Pacific,1,0,0,0,0
04,12,Kansas,3,1,1,1,1
04,12,Illinois Chicago,0,0,0,0,0
04,12,Boston College,1,1,1,1,1
04,12,Utah,0,0,0,0,0
04,12,Georgia Tech,5,2,2,2,2
04,12,Northern Iowa,0,0,0,0,0
04,12,Michigan St.,0,0,0,0,0
04,12,Nevada,2,1,1,1,1
04,12,Gonzaga,1,3,3,3,4
04,12,Valparaiso,0,0,0,0,0
04,12,Stanford,1,5,5,3,3
04,12,UTSA,0,0,0,0,0
04,12,Alabama,3,0,0,1,1
04,12,Southern Illinois,0,1,1,0,0
04,12,Syracuse,2,0,0,1,1
04,12,BYU,0,2,2,0,0
04,12,Maryland,1,1,1,2,2
04,12,UTEP,0,0,0,0,0
04,12,Vanderbilt,2,0,0,1,1
04,12,Western Michigan,0,2,3,0,0
04,12,North Carolina St.,1,1,1,2,2
04,12,Louisiana Lafayette,0,0,0,0,0
04,12,DePaul,1,0,0,1,1
04,12,Dayton,0,1,1,0,0
04,12,Connecticut,6,3,2,4,4
04,12,Vermont,0,0,0,0,0
04,12,Duke,4,4,3,6,6
04,12,Alabama St.,0,0,0,0,0
04,12,Seton Hall,1,0,0,1,1
04,12,Arizona,0,1,1,0,0
04,12,Illinois,2,2,2,1,1
04,12,Murray St.,0,0,0,0,0
04,12,Cincinnati,1,1,1,2,2
04,12,East Tennessee St.,0,0,0,0,0
04,12,North Carolina,1,0,0,2,2
04,12,Air Force,0,1,1,0,0
04,12,Texas,2,2,2,1,1
04,12,Princeton,0,0,0,0,0
04,12,Xavier,3,0,0,0,0
04,12,Louisville,0,1,1,1,1
04,12,Mississippi St.,1,3,4,3,3
04,12,Monmouth,0,0,0,0,0
04,13,Saint Joseph's,3,6,6,5,3
04,13,Liberty,0,0,0,0,0
04,13,Texas Tech,1,1,1,1,1
04,13,Charlotte,0,0,0,0,0
04,13,Florida,0,1,1,1,1
04,13,Manhattan,1,0,0,0,0
04,13,Wake Forest,2,2,2,2,2
04,13,VCU,0,0,0,0,0
04,13,Wisconsin,1,1,1,1,1
04,13,Richmond,0,0,0,0,0
04,13,Pittsburgh,2,2,2,3,5
04,13,UCF,0,0,0,0,0
04,13,Memphis,1,0,0,1,1
04,13,South Carolina,0,1,1,0,0
04,13,Oklahoma St.,4,3,3,2,2
04,13,Eastern Washington,0,0,0,0,0
04,13,Kentucky,1,4,4,4,3
04,13,Florida A&M,0,0,0,0,0
04,13,Washington,0,1,1,0,0
04,13,UAB,2,0,0,1,1
04,13,Providence,0,2,2,2,2
04,13,Pacific,1,0,0,0,0
04,13,Kansas,3,1,1,1,1
04,13,Illinois Chicago,0,0,0,0,0
04,13,Boston College,1,1,1,1,1
04,13,Utah,0,0,0,0,0
04,13,Georgia Tech,5,2,2,2,2
04,13,Northern Iowa,0,0,0,0,0
04,13,Michigan St.,0,0,0,0,0
04,13,Nevada,2,1,1,1,1
04,13,Gonzaga,1,3,3,3,4
04,13,Valparaiso,0,0,0,0,0
04,13,Stanford,1,5,5,3,3
04,13,UTSA,0,0,0,0,0
04,13,Alabama,3,0,0,1,1
04,13,Southern Illinois,0,1,1,0,0
04,13,Syracuse,2,0,0,1,1
04,13,BYU,0,2,2,0,0
04,13,Maryland,1,1,1,2,2
04,13,UTEP,0,0,0,0,0
04,13,Vanderbilt,2,0,0,1,1
04,13,Western Michigan,0,2,3,0,0
04,13,North Carolina St.,1,1,1,2,2
04,13,Louisiana Lafayette,0,0,0,0,0
04,13,DePaul,1,0,0,1,1
04,13,Dayton,0,1,1,0,0
04,13,Connecticut,6,3,2,4,4
04,13,Vermont,0,0,0,0,0
04,13,Duke,4,4,3,6,6
04,13,Alabama St.,0,0,0,0,0
04,13,Seton Hall,1,0,0,1,1
04,13,Arizona,0,1,1,0,0
04,13,Illinois,2,2,2,1,1
04,13,Murray St.,0,0,0,0,0
