year,k,A,Actual,Pred_Ck,Pred_NCk,Pred_CR,Pred_NCR
08,3,North Carolina,4,3,4,4,4
08,3,Mount St. Mary's,0,0,0,0,0
08,3,Indiana,0,0,0,1,1
08,3,Arkansas,1,1,1,0,0
08,3,Notre Dame,1,0,0,1,1
08,3,George Mason,0,1,1,0,0
08,3,Washington St.,2,2,2,2,2
08,3,Winthrop,0,0,0,0,0
08,3,Oklahoma,1,2,2,1,1
08,3,Saint Joseph's,0,0,0,0,0
08,3,Louisville,3,0,0,3,3
08,3,Boise St.,0,1,1,0,0
08,3,Butler,1,4,3,1,1
08,3,South Alabama,0,0,0,0,0
08,3,Tennessee,2,0,0,2,2
08,3,American,0,1,1,0,0
08,3,Kansas,6,5,6,6,6
08,3,Portland St.,0,0,0,0,0
08,3,UNLV,1,0,0,0,0
08,3,Kent St.,0,1,1,1,1
08,3,Clemson,0,2,2,2,2
08,3,Villanova,2,0,0,0,0
08,3,Vanderbilt,0,1,1,1,1
08,3,Siena,1,0,0,0,0
08,3,USC,0,1,1,1,1
08,3,Kansas St.,1,0,0,0,0
08,3,Wisconsin,2,2,2,3,3
08,3,Cal St. Fullerton,0,0,0,0,0
08,3,Gonzaga,0,3,3,0,0
08,3,Davidson,3,0,0,1,1
08,3,Georgetown,1,1,1,2,2
08,3,UMBC,0,0,0,0,0
08,3,Memphis,5,6,5,5,5
08,3,UT Arlington,0,0,0,0,0
08,3,Mississippi St.,1,0,0,0,0
08,3,Oregon,0,1,1,1,1
08,3,Michigan St.,2,2,1,2,2
08,3,Temple,0,0,0,0,0
08,3,Pittsburgh,1,1,2,1,1
08,3,Oral Roberts,0,0,0,0,0
08,3,Marquette,1,1,1,1,1
08,3,Kentucky,0,0,0,0,0
08,3,Stanford,2,3,2,2,2
08,3,Cornell,0,0,0,0,0
08,3,Miami FL,1,0,0,0,0
08,3,Saint Mary's,0,1,1,1,1
08,3,Texas,3,2,3,3,3
08,3,Austin Peay,0,0,0,0,0
08,3,UCLA,4,4,4,4,4
08,3,Mississippi Valley St.,0,0,0,0,0
08,3,BYU,0,0,0,0,0
08,3,Texas A&M,1,1,1,1,1
08,3,Drake,0,2,2,2,2
08,3,Western Kentucky,2,0,0,0,0
08,3,Connecticut,0,1,1,1,1
08,3,San Diego,1,0,0,0,0
08,3,Purdue,1,0,0,1,1
08,3,Baylor,0,1,1,0,0
08,3,Xavier,3,0,0,2,2
08,3,Georgia,0,3,3,0,0
08,3,West Virginia,2,0,0,0,0
08,3,Arizona,0,1,1,1,1
08,3,Duke,1,2,2,3,3
08,3,Belmont,0,0,0,0,0
08,4,North Carolina,4,3,4,4,4
08,4,Mount St. Mary's,0,0,0,0,0
08,4,Indiana,0,0,0,1,1
08,4,Arkansas,1,1,1,0,0
08,4,Notre Dame,1,0,0,1,1
08,4,George Mason,0,2,1,0,0
08,4,Washington St.,2,1,2,2,2
08,4,Winthrop,0,0,0,0,0
08,4,Oklahoma,1,2,2,1,1
08,4,Saint Joseph's,0,0,0,0,0
08,4,Louisville,3,0,0,3,3
08,4,Boise St.,0,1,1,0,0
08,4,Butler,1,4,3,1,1
08,4,South Alabama,0,0,0,0,0
08,4,Tennessee,2,0,0,2,2
08,4,American,0,1,1,0,0
08,4,Kansas,6,6,6,6,6
08,4,Portland St.,0,0,0,0,0
08,4,UNLV,1,1,1,0,0
08,4,Kent St.,0,0,0,1,1
08,4,Clemson,0,2,2,2,2
08,4,Villanova,2,0,0,0,0
08,4,Vanderbilt,0,1,1,1,1
08,4,Siena,1,0,0,0,0
08,4,USC,0,1,1,1,1
08,4,Kansas St.,1,0,0,0,0
08,4,Wisconsin,2,3,2,3,3
08,4,Cal St. Fullerton,0,0,0,0,0
08,4,Gonzaga,0,2,3,0,0
08,4,Davidson,3,0,0,1,1
08,4,Georgetown,1,1,1,2,2
08,4,UMBC,0,0,0,0,0
08,4,Memphis,5,5,2,5,5
08,4,UT Arlington,0,0,0,0,0
08,4,Mississippi St.,1,0,0,0,0
08,4,Oregon,0,1,1,1,1
08,4,Michigan St.,2,1,1,2,2
08,4,Temple,0,0,0,0,0
08,4,Pittsburgh,1,2,4,1,1
08,4,Oral Roberts,0,0,0,0,0
08,4,Marquette,1,1,1,1,1
08,4,Kentucky,0,0,0,0,0
08,4,Stanford,2,2,2,2,2
08,4,Cornell,0,0,0,0,0
08,4,Miami FL,1,0,0,0,0
08,4,Saint Mary's,0,1,1,1,1
08,4,Texas,3,3,3,3,3
08,4,Austin Peay,0,0,0,0,0
08,4,UCLA,4,4,5,4,4
08,4,Mississippi Valley St.,0,0,0,0,0
08,4,BYU,0,0,0,0,0
08,4,Texas A&M,1,1,1,1,1
08,4,Drake,0,2,2,2,2
08,4,Western Kentucky,2,0,0,0,0
08,4,Connecticut,0,1,1,1,1
08,4,San Diego,1,0,0,0,0
08,4,Purdue,1,0,0,1,1
08,4,Baylor,0,1,1,0,0
08,4,Xavier,3,0,0,2,2
08,4,Georgia,0,2,2,0,0
08,4,West Virginia,2,3,3,0,0
08,4,Arizona,0,0,0,1,1
08,4,Duke,1,1,1,3,3
08,4,Belmont,0,0,0,0,0
08,5,North Carolina,4,4,6,4,4
08,5,Mount St. Mary's,0,0,0,0,0
08,5,Indiana,0,0,0,1,1
08,5,Arkansas,1,1,1,0,0
08,5,Notre Dame,1,0,0,1,1
08,5,George Mason,0,2,1,0,0
08,5,Washington St.,2,1,2,2,2
08,5,Winthrop,0,0,0,0,0
08,5,Oklahoma,1,2,2,1,1
08,5,Saint Joseph's,0,0,0,0,0
08,5,Louisville,3,0,0,3,3
08,5,Boise St.,0,1,1,0,0
08,5,Butler,1,3,3,1,1
08,5,South Alabama,0,0,0,0,0
08,5,Tennessee,2,0,0,2,2
08,5,American,0,1,1,0,0
08,5,Kansas,6,6,4,6,6
08,5,Portland St.,0,0,0,0,0
08,5,UNLV,1,1,1,0,0
08,5,Kent St.,0,0,0,1,1
08,5,Clemson,0,1,2,2,2
08,5,Villanova,2,0,0,0,0
08,5,Vanderbilt,0,2,1,1,1
08,5,Siena,1,0,0,0,0
08,5,USC,0,1,1,1,1
08,5,Kansas St.,1,0,0,0,0
08,5,Wisconsin,2,3,3,3,3
08,5,Cal St. Fullerton,0,0,0,0,0
08,5,Gonzaga,0,1,1,0,0
08,5,Davidson,3,0,0,1,1
08,5,Georgetown,1,2,2,2,2
08,5,UMBC,0,0,0,0,0
08,5,Memphis,5,5,5,5,5
08,5,UT Arlington,0,0,0,0,0
08,5,Mississippi St.,1,0,0,0,0
08,5,Oregon,0,1,1,1,1
08,5,Michigan St.,2,1,1,2,2
08,5,Temple,0,0,0,0,0
08,5,Pittsburgh,1,2,2,1,1
08,5,Oral Roberts,0,0,0,0,0
08,5,Marquette,1,1,1,1,1
08,5,Kentucky,0,0,0,0,0
08,5,Stanford,2,3,2,2,2
08,5,Cornell,0,0,0,0,0
08,5,Miami FL,1,0,0,0,0
08,5,Saint Mary's,0,1,1,1,1
08,5,Texas,3,2,3,3,3
08,5,Austin Peay,0,0,0,0,0
08,5,UCLA,4,4,4,4,4
08,5,Mississippi Valley St.,0,0,0,0,0
08,5,BYU,0,0,0,0,0
08,5,Texas A&M,1,1,1,1,1
08,5,Drake,0,2,2,2,2
08,5,Western Kentucky,2,0,0,0,0
08,5,Connecticut,0,1,1,1,1
08,5,San Diego,1,0,0,0,0
08,5,Purdue,1,0,0,1,1
08,5,Baylor,0,1,1,0,0
08,5,Xavier,3,0,0,2,2
08,5,Georgia,0,3,3,0,0
08,5,West Virginia,2,2,2,0,0
08,5,Arizona,0,0,0,1,1
08,5,Duke,1,1,1,3,3
08,5,Belmont,0,0,0,0,0
08,6,North Carolina,4,6,6,4,4
08,6,Mount St. Mary's,0,0,0,0,0
08,6,Indiana,0,1,1,1,1
08,6,Arkansas,1,0,0,0,0
08,6,Notre Dame,1,0,0,1,1
08,6,George Mason,0,1,1,0,0
08,6,Washington St.,2,2,2,2,2
08,6,Winthrop,0,0,0,0,0
08,6,Oklahoma,1,0,0,1,1
08,6,Saint Joseph's,0,2,2,0,0
08,6,Louisville,3,0,0,3,3
08,6,Boise St.,0,1,1,0,0
08,6,Butler,1,3,3,1,1
08,6,South Alabama,0,0,0,0,0
08,6,Tennessee,2,1,1,2,2
08,6,American,0,0,0,0,0
08,6,Kansas,6,4,4,6,6
08,6,Portland St.,0,0,0,0,0
08,6,UNLV,1,1,1,0,0
08,6,Kent St.,0,0,0,1,1
08,6,Clemson,0,1,2,2,2
08,6,Villanova,2,0,0,0,0
08,6,Vanderbilt,0,2,1,1,1
08,6,Siena,1,0,0,0,0
08,6,USC,0,1,1,1,1
08,6,Kansas St.,1,0,0,0,0
08,6,Wisconsin,2,3,3,3,3
